875,dictionary,n.,a book that gives definitions of words,Dictionaries are helpful for finding the spelling of words.
876,handle,v.,to deal with a person or thing,Lisa is good at leading people. She knows how to handle them.
877,major,adj.,very important; very serious,Losing the key to our car was a major problem.
878,provide,v.,to offer or give,Ms. Clark provides extra help to weaker students after school.
879,section,n.,a part of something,We can eat in this section of the park. Do you see the tables?
880,site,n.,"a spot or place, usually on the Internet",There are several million sites on the Internet which sell things.
,,,,
881,accept,v.,to take or receive,Polly and Steven gladly accepted the key to their new home.
882,consider,v.,to think about carefully,Christine has to consider what career she wants very carefully.
883,exist,v.,to be,These animals existed a long time ago. They are not alive now.
884,familiar,adj.,commonly known or seen,The man looked familiar to the women gathered at the other table.
885,joy,n.,great happiness,The role of mother brings Molly great joy.
886,married,adj.,being a husband or wife,They got married last Saturday. It was a beautiful event.
887,rather,adv.,used to say what you prefer to do or have,Gloria would rather paint her nails than do her homework.
888,represent,v.,to be a symbol for something,The sign represents which toilet is for women.
889,root,n.,the cause of something,The root of their fight was a computer. They would not share it.
890,society,n.,a group of people living in a community,Tall buildings and heavy traffic are common in our modern society.
891,band,n.,a group that plays music,Everyone in this band is male. There are no women or girls.
892,fortune,n.,a large amount of money,Jack earned a fortune from the new technology he developed.
893,guest,n.,a person who spends time at another’s home,Margaret had guests at her house at noon for lunch.
894,host,n.,a person who accepts guests into a home or restaurant,The host prepared a lot of delicious food for his guests.
895,original,adj.,made or produced for the first time; new,Students are encouraged to create original pieces of art.
896,peace,n.,when people live together well and do not cause trouble,We all respect each other and live in peace in the community.
897,poem,n.,a type of writing which often uses rhymes like make and bake,Jenna writes and edits her poems in the park near her school.
898,sense,v.,to know something without having evidence that it is true,The man sensed that someone was behind him.
899,trust,v.,to have confidence in a person or thing,Rita trusted her nurse and enjoyed discussing her problems with her.
900,wealthy,adj.,having a large amount of money,The wealthy businessman owns an airplane and an expensive car.
,,,,
901,blood,n.,the red liquid in your body,"Once a month, Ryan gives blood during his lunch break."
902,business,n.,something that makes money by selling goods or services,Gus’s business in the rich section of town will make a fortune.
903,electronic,adj.,relating to things that use electricity,Stop using any electronic items when the plane is taking off .
904,influence,n.,the power to affect a person or thing,Art has had a positive influence on Jennifer’s career choice.
905,master,v.,to become very skilled at something,Bob feels great joy when he masters new skills on his skateboard.
906,pity,n.,feeling sorry for another person or animal,Abigail felt pity for her mother after she lost her job.
907,press,n.,all the people and groups who provide the news,The press reported on the event conducted by the city police.
908,shoot,v.,to make one thing come out of another at a fast speed,The children like to shoot water at one another on hot days.
909,signal,v.,to communicate by making a sign or sound,The guide signaled for us to follow her through the park.
910,teenager,n.,a person between the ages of thirteen and nineteen,Many parents do not trust teenagers to be able to make decisions.
911,achieve,v.,to get something by working hard,Ray achieved excellent grades in college.
912,beg,v.,to ask for something again and again,"Lucy begged her mother for a new toy, but her mother said no."
913,control,v.,to be in charge of a person or thing,The two wealthy men controlled a business empire.
914,debate,v.,to exchange opinions about a topic,The students debated their roles before coming to a decision.
915,improve,v.,to get better at something,The girls’ plan was to practice every day in order to improve.
916,similar,adj.,almost the same,"The sisters look quite similar, but you can tell the difference."
917,soldier,n.,a person who trains to fight for his or her country,Soldiers were called in to help people who were in danger.
918,system,n.,a group of parts that move or work together,You need to have the right skills to handle this computer system.
919,war,n.,fighting between two countries or groups,The men fought in the war for several years before it ended.
920,warn,v.,to tell someone to be careful,Evan did not see the sign warning people about the wet floor.
,,,,
921,announce,v.,to make something known to many people,The press has announced the birth of the baby princess.
922,bottom,n.,the lowest point of something,The man found two major problems on the bottom of my car.
923,compete,v.,to try to be better or faster than another,The boys competed to see who would win the race.
924,copy,v.,to make or do the same thing as something else,"In the office, Rachel copies papers with a machine."
925,exhibit,n.,something shown in a museum or for an event,Lois and her friends were viewing art exhibits at the museum.
926,print,v.,to produce words or images on paper using a machine,Some businesses make their fortune printing things for others.
927,project,n.,a planned piece of work that takes time to finish,The teenagers worked together on their history project.
928,proper,adj.,correct or right,The proper way to recycle is to separate the different items.
929,select,v.,to choose,Ben selected one of the available images on the screen.
930,sheet,n.,a piece of flat material like paper,I prefer to write on sheets of paper. I do not trust electronic things.
931,concentrate,v.,to put all your energy on one thing,Nolan concentrated on the game and considered his next move.
932,maximum,adj.,greatest possible,The police officer warned Kay about the maximum speed limit.
933,prize,n.,something you get for winning,Rashid received a prize for achieving the best test scores.
934,require,v.,to have to; to be necessary to do,You are required to pay money to leave your car here.
935,research,v.,to study something carefully and try to discover new facts,Doctors have been researching cures for many diseases.
936,respond,v.,to answer,Hanna responded to Jim’s question on her cell phone.
937,spell,v.,to write or say the letters of a word,They spelled the word “team” with their bodies.
938,state,v.,to say something,Anna stated that she was happy with her new job.
939,structure,n.,something that is built,People debate who built this ancient structure.
940,tool,n.,anything used to do a job,Mr. Taylor has a lot of tools similar to these at his home.
,,,,
941,flood,n.,a great amount of water over land that is usually dry,The awful flood destroyed several structures in our town.
942,gentle,adj.,not mean or unkind,The farmers required that children be gentle with their animals.
943,melt,v.,to change into liquid,Be careful! Your ice cream is melting. You should eat it fast!
944,operate,v.,to use or make something work,Cody operates this huge machine on his grandparents’ farm.
945,recognize,v.,to know a person or thing because it is familiar,Sally recognized some of the things she saw from the train.
946,remain,v.,to stay in one place,"It was windy, but Eve’s hat remained on her head."
947,task,n.,work,His mom showed him how to complete the task the proper way.
948,various,adj.,of different kinds,We planted various flowers in front of our house this spring.
949,waste,v.,to use too much of something,Do not waste water. Turn it off when you are not using it.
950,worth,adj.,having a value in money,This car is worth a fortune. I do not think we will be able to buy it.
951,climate,n.,the weather of a place,She hated the cold climate in the northern part of the country.
952,emergency,n.,"a sudden, serious event when people need help immediately",People drive at maximum speed to get help during an emergency.
953,factory,n.,a building that produces goods,This factory is the root of the air problem in the area.
954,freeze,v.,to turn into ice,It was so cold that the lake froze all the way to the bottom.
955,population,n.,the total number of people or animals living in a place,The population of penguins has dropped rather than increased.
956,recently,adv.,not long ago,We recently put these plants in pots for our class project.
957,responsible,adj.,able to act correctly and make good decisions,We let Alan borrow our tools because he is a responsible person.
958,storm,n.,"a bad weather event with a lot of rain, wind, or snow",The two men hurried to go inside during the storm.
959,stream,n.,a very small river,The man ran through the cool water of the stream.
960,temperature,n.,how hot or cold a person or thing is,"When Cassie is sick, her temperature rises."
